# 汉字 绝对偏移(十六进制)  (从文件头开始)
宿 0x000638FC
诉 0x0006397C
肃 0x000639FC
酸 0x00063A7C
蒜 0x00063AFC
算 0x00063B7C
虽 0x00063BFC
隋 0x00063C7C
随 0x00063CFC
绥 0x00063D7C
髓 0x00063DFC
碎 0x00063E7C
岁 0x00063EFC
穗 0x00063F7C
遂 0x00063FFC
隧 0x0006407C
祟 0x000640FC
孙 0x0006417C
损 0x000641FC
笋 0x0006427C
蓑 0x000642FC
梭 0x0006437C
唆 0x000643FC
缩 0x0006447C
琐 0x000644FC
索 0x0006457C
锁 0x000645FC
所 0x0006467C
塌 0x000646FC
他 0x0006477C
它 0x000647FC
她 0x0006487C
塔 0x000648FC
獭 0x0006497C
挞 0x000649FC
蹋 0x00064A7C
踏 0x00064AFC
胎 0x00064B7C
苔 0x00064BFC
抬 0x00064C7C
台 0x00064CFC
泰 0x00064D7C
酞 0x00064DFC
太 0x00064E7C
态 0x00064EFC
汰 0x00064F7C
坍 0x00064FFC
摊 0x0006507C
贪 0x000650FC
瘫 0x0006517C
滩 0x000651FC
坛 0x0006527C
檀 0x000652FC
痰 0x0006537C
潭 0x000653FC
谭 0x0006547C
谈 0x000654FC
坦 0x0006557C
毯 0x000655FC
袒 0x0006567C
碳 0x000656FC
探 0x0006577C
叹 0x000657FC
炭 0x0006587C
汤 0x000658FC
塘 0x0006597C
搪 0x000659FC
堂 0x00065A7C
棠 0x00065AFC
膛 0x00065B7C
唐 0x00065BFC
糖 0x00065C7C
倘 0x00065CFC
躺 0x00065D7C
淌 0x00065DFC
趟 0x00065E7C
烫 0x00065EFC
掏 0x00065F7C
涛 0x00065FFC
滔 0x0006607C
绦 0x000660FC
萄 0x0006617C
桃 0x000661FC
逃 0x0006627C
淘 0x000662FC
陶 0x0006637C
讨 0x000663FC
套 0x0006647C
特 0x000664FC
藤 0x0006657C
腾 0x000665FC
疼 0x0006667C
誊 0x000666FC
梯 0x0006677C
剔 0x000667FC
踢 0x0006687C
锑 0x000668FC
提 0x0006697C
题 0x000669FC
蹄 0x00066A7C
啼 0x00066AFC
体 0x00066B7C
替 0x00066BFC
嚏 0x00066C7C
惕 0x00066CFC
涕 0x00066D7C
剃 0x00066DFC
屉 0x00066E7C
天 0x00066EFC
添 0x00066F7C
填 0x00066FFC
田 0x0006707C
甜 0x000670FC
恬 0x0006717C
舔 0x000671FC
腆 0x0006727C
挑 0x000672FC
条 0x0006737C
迢 0x000673FC
眺 0x0006747C
跳 0x000674FC
贴 0x0006757C
铁 0x000675FC
帖 0x0006767C
厅 0x000676FC
听 0x0006777C
烃 0x000677FC
汀 0x0006787C
廷 0x000678FC
停 0x0006797C
亭 0x000679FC
庭 0x00067A7C
挺 0x00067AFC
艇 0x00067B7C
通 0x00067BFC
桐 0x00067C7C
酮 0x00067CFC
瞳 0x00067D7C
同 0x00067DFC
铜 0x00067E7C
彤 0x00067EFC
童 0x00067F7C
桶 0x00067FFC
捅 0x0006807C
筒 0x000680FC
统 0x0006817C
痛 0x000681FC
偷 0x0006827C
投 0x000682FC
头 0x0006837C
透 0x000683FC
凸 0x0006847C
秃 0x000684FC
突 0x0006857C
图 0x000685FC
徒 0x0006867C
途 0x000686FC
涂 0x0006877C
屠 0x000687FC
土 0x0006887C
吐 0x000688FC
兔 0x0006897C
湍 0x000689FC
团 0x00068A7C
推 0x00068AFC
颓 0x00068B7C
腿 0x00068BFC
蜕 0x00068C7C
褪 0x00068CFC
退 0x00068D7C
吞 0x00068DFC
屯 0x00068E7C
臀 0x00068EFC
拖 0x00068F7C
托 0x00068FFC
脱 0x0006907C
鸵 0x000690FC
陀 0x0006917C
驮 0x000691FC
驼 0x0006927C
椭 0x000692FC
妥 0x0006937C
拓 0x000693FC
唾 0x0006947C
挖 0x000694FC
哇 0x0006957C
蛙 0x000695FC
洼 0x0006967C
娃 0x000696FC
瓦 0x0006977C
袜 0x000697FC
歪 0x0006987C
外 0x000698FC
豌 0x0006997C
弯 0x000699FC
湾 0x00069A7C
玩 0x00069AFC
顽 0x00069B7C
丸 0x00069BFC
烷 0x00069C7C
完 0x00069CFC
碗 0x00069D7C
挽 0x00069DFC
晚 0x00069E7C
皖 0x00069EFC
惋 0x00069F7C
宛 0x00069FFC
婉 0x0006A07C
万 0x0006A0FC
腕 0x0006A17C
汪 0x0006A1FC
王 0x0006A27C
亡 0x0006A2FC
枉 0x0006A37C
网 0x0006A3FC
往 0x0006A47C
旺 0x0006A4FC
望 0x0006A57C
忘 0x0006A5FC
妄 0x0006A67C
威 0x0006A6FC
巍 0x0006A77C
微 0x0006A7FC
危 0x0006A87C
韦 0x0006A8FC
违 0x0006A97C
桅 0x0006A9FC
围 0x0006AA7C
唯 0x0006AAFC
惟 0x0006AB7C
为 0x0006ABFC
潍 0x0006AC7C
维 0x0006ACFC
苇 0x0006AD7C
萎 0x0006ADFC
委 0x0006AE7C
伟 0x0006AEFC
伪 0x0006AF7C
尾 0x0006AFFC
纬 0x0006B07C
未 0x0006B0FC
蔚 0x0006B17C
味 0x0006B1FC
畏 0x0006B27C
胃 0x0006B2FC
喂 0x0006B37C
魏 0x0006B3FC
位 0x0006B47C
渭 0x0006B4FC
谓 0x0006B57C
尉 0x0006B5FC
慰 0x0006B67C
卫 0x0006B6FC
瘟 0x0006B77C
温 0x0006B7FC
蚊 0x0006B87C
文 0x0006B8FC
闻 0x0006B97C
纹 0x0006B9FC
吻 0x0006BA7C
稳 0x0006BAFC
紊 0x0006BB7C
问 0x0006BBFC
嗡 0x0006BC7C
翁 0x0006BCFC
瓮 0x0006BD7C
挝 0x0006BDFC
蜗 0x0006BE7C
涡 0x0006BEFC
窝 0x0006BF7C
我 0x0006BFFC
斡 0x0006C07C
卧 0x0006C0FC
握 0x0006C17C
沃 0x0006C1FC
巫 0x0006C27C
呜 0x0006C2FC
钨 0x0006C37C
乌 0x0006C3FC
污 0x0006C47C
诬 0x0006C4FC
屋 0x0006C57C
无 0x0006C5FC
芜 0x0006C67C
梧 0x0006C6FC
吾 0x0006C77C
吴 0x0006C7FC
毋 0x0006C87C
武 0x0006C8FC
五 0x0006C97C
捂 0x0006C9FC
午 0x0006CA7C
舞 0x0006CAFC
伍 0x0006CB7C
侮 0x0006CBFC
坞 0x0006CC7C
戊 0x0006CCFC
雾 0x0006CD7C
晤 0x0006CDFC
物 0x0006CE7C
勿 0x0006CEFC
务 0x0006CF7C
悟 0x0006CFFC
误 0x0006D07C
昔 0x0006D0FC
熙 0x0006D17C
析 0x0006D1FC
西 0x0006D27C
硒 0x0006D2FC
矽 0x0006D37C
晰 0x0006D3FC
嘻 0x0006D47C
吸 0x0006D4FC
锡 0x0006D57C
牺 0x0006D5FC
稀 0x0006D67C
息 0x0006D6FC
希 0x0006D77C
悉 0x0006D7FC
膝 0x0006D87C
夕 0x0006D8FC
惜 0x0006D97C
熄 0x0006D9FC
烯 0x0006DA7C
溪 0x0006DAFC
汐 0x0006DB7C
犀 0x0006DBFC
檄 0x0006DC7C
袭 0x0006DCFC
席 0x0006DD7C
习 0x0006DDFC
媳 0x0006DE7C
喜 0x0006DEFC
铣 0x0006DF7C
洗 0x0006DFFC
系 0x0006E07C
隙 0x0006E0FC
戏 0x0006E17C
细 0x0006E1FC
瞎 0x0006E27C
虾 0x0006E2FC
匣 0x0006E37C
霞 0x0006E3FC
辖 0x0006E47C
暇 0x0006E4FC
峡 0x0006E57C
侠 0x0006E5FC
狭 0x0006E67C
下 0x0006E6FC
厦 0x0006E77C
夏 0x0006E7FC
吓 0x0006E87C
掀 0x0006E8FC
锨 0x0006E97C
先 0x0006E9FC
仙 0x0006EA7C
鲜 0x0006EAFC
纤 0x0006EB7C
咸 0x0006EBFC
贤 0x0006EC7C
衔 0x0006ECFC
舷 0x0006ED7C
闲 0x0006EDFC
涎 0x0006EE7C
弦 0x0006EEFC
嫌 0x0006EF7C
显 0x0006EFFC
险 0x0006F07C
现 0x0006F0FC
献 0x0006F17C
县 0x0006F1FC
腺 0x0006F27C
馅 0x0006F2FC
羡 0x0006F37C
宪 0x0006F3FC
陷 0x0006F47C
限 0x0006F4FC
线 0x0006F57C
相 0x0006F5FC
厢 0x0006F67C
镶 0x0006F6FC
香 0x0006F77C
箱 0x0006F7FC
襄 0x0006F87C
湘 0x0006F8FC
乡 0x0006F97C
翔 0x0006F9FC
祥 0x0006FA7C
详 0x0006FAFC
想 0x0006FB7C
响 0x0006FBFC
享 0x0006FC7C
项 0x0006FCFC
巷 0x0006FD7C
橡 0x0006FDFC
像 0x0006FE7C
向 0x0006FEFC
象 0x0006FF7C
萧 0x0006FFFC
硝 0x0007007C
霄 0x000700FC
削 0x0007017C
哮 0x000701FC
嚣 0x0007027C
销 0x000702FC
消 0x0007037C
宵 0x000703FC
淆 0x0007047C
晓 0x000704FC
小 0x0007057C
孝 0x000705FC
校 0x0007067C
肖 0x000706FC
啸 0x0007077C
笑 0x000707FC
效 0x0007087C
楔 0x000708FC
些 0x0007097C
歇 0x000709FC
蝎 0x00070A7C
鞋 0x00070AFC
协 0x00070B7C
挟 0x00070BFC
携 0x00070C7C
邪 0x00070CFC
斜 0x00070D7C
胁 0x00070DFC
谐 0x00070E7C
写 0x00070EFC
械 0x00070F7C
卸 0x00070FFC
蟹 0x0007107C
懈 0x000710FC
泄 0x0007117C
泻 0x000711FC
谢 0x0007127C
屑 0x000712FC
薪 0x0007137C
芯 0x000713FC
锌 0x0007147C
欣 0x000714FC
辛 0x0007157C
新 0x000715FC
忻 0x0007167C
心 0x000716FC
信 0x0007177C
衅 0x000717FC
星 0x0007187C
腥 0x000718FC
猩 0x0007197C
惺 0x000719FC
兴 0x00071A7C
刑 0x00071AFC
型 0x00071B7C
形 0x00071BFC
邢 0x00071C7C
行 0x00071CFC
醒 0x00071D7C
幸 0x00071DFC
杏 0x00071E7C
性 0x00071EFC
姓 0x00071F7C
兄 0x00071FFC
凶 0x0007207C
胸 0x000720FC
匈 0x0007217C
汹 0x000721FC
雄 0x0007227C
熊 0x000722FC
休 0x0007237C
修 0x000723FC
羞 0x0007247C
朽 0x000724FC
嗅 0x0007257C
锈 0x000725FC
秀 0x0007267C
袖 0x000726FC
绣 0x0007277C
墟 0x000727FC
戌 0x0007287C
需 0x000728FC
虚 0x0007297C
嘘 0x000729FC
须 0x00072A7C
徐 0x00072AFC
许 0x00072B7C
蓄 0x00072BFC
酗 0x00072C7C
叙 0x00072CFC
旭 0x00072D7C
序 0x00072DFC
畜 0x00072E7C
恤 0x00072EFC
絮 0x00072F7C
婿 0x00072FFC
绪 0x0007307C
续 0x000730FC
轩 0x0007317C
喧 0x000731FC
宣 0x0007327C
悬 0x000732FC
旋 0x0007337C
玄 0x000733FC
选 0x0007347C
癣 0x000734FC
眩 0x0007357C
绚 0x000735FC
靴 0x0007367C
薛 0x000736FC
学 0x0007377C
穴 0x000737FC
雪 0x0007387C
血 0x000738FC
勋 0x0007397C
熏 0x000739FC
循 0x00073A7C
旬 0x00073AFC
询 0x00073B7C
寻 0x00073BFC
驯 0x00073C7C
巡 0x00073CFC
殉 0x00073D7C
汛 0x00073DFC
训 0x00073E7C
讯 0x00073EFC
逊 0x00073F7C
迅 0x00073FFC
压 0x0007407C
押 0x000740FC
鸦 0x0007417C
鸭 0x000741FC
呀 0x0007427C
丫 0x000742FC
芽 0x0007437C
牙 0x000743FC
蚜 0x0007447C
崖 0x000744FC
衙 0x0007457C
涯 0x000745FC
雅 0x0007467C
哑 0x000746FC
亚 0x0007477C
讶 0x000747FC
焉 0x0007487C
咽 0x000748FC
阉 0x0007497C
烟 0x000749FC
淹 0x00074A7C
盐 0x00074AFC
严 0x00074B7C
研 0x00074BFC
蜒 0x00074C7C
岩 0x00074CFC
延 0x00074D7C
言 0x00074DFC
颜 0x00074E7C
阎 0x00074EFC
炎 0x00074F7C
沿 0x00074FFC
奄 0x0007507C
掩 0x000750FC
眼 0x0007517C
衍 0x000751FC
演 0x0007527C
艳 0x000752FC
堰 0x0007537C
燕 0x000753FC
厌 0x0007547C
砚 0x000754FC
雁 0x0007557C
唁 0x000755FC
彦 0x0007567C
焰 0x000756FC
宴 0x0007577C
谚 0x000757FC
验 0x0007587C
殃 0x000758FC
央 0x0007597C
鸯 0x000759FC
秧 0x00075A7C
杨 0x00075AFC
扬 0x00075B7C
佯 0x00075BFC
疡 0x00075C7C
羊 0x00075CFC
洋 0x00075D7C
阳 0x00075DFC
氧 0x00075E7C
仰 0x00075EFC
痒 0x00075F7C
养 0x00075FFC
样 0x0007607C
漾 0x000760FC
邀 0x0007617C
腰 0x000761FC
妖 0x0007627C
瑶 0x000762FC
摇 0x0007637C
尧 0x000763FC
遥 0x0007647C
窑 0x000764FC
谣 0x0007657C
姚 0x000765FC
咬 0x0007667C
舀 0x000766FC
药 0x0007677C
要 0x000767FC
耀 0x0007687C
椰 0x000768FC
噎 0x0007697C
耶 0x000769FC
爷 0x00076A7C
野 0x00076AFC
冶 0x00076B7C
也 0x00076BFC
页 0x00076C7C
掖 0x00076CFC
业 0x00076D7C
叶 0x00076DFC
曳 0x00076E7C
腋 0x00076EFC
夜 0x00076F7C
液 0x00076FFC
一 0x0007707C
壹 0x000770FC
医 0x0007717C
揖 0x000771FC
铱 0x0007727C
依 0x000772FC
伊 0x0007737C
衣 0x000773FC
颐 0x0007747C
夷 0x000774FC
遗 0x0007757C
移 0x000775FC
仪 0x0007767C
胰 0x000776FC
疑 0x0007777C
沂 0x000777FC
宜 0x0007787C
姨 0x000778FC
彝 0x0007797C
椅 0x000779FC
蚁 0x00077A7C
倚 0x00077AFC
已 0x00077B7C
乙 0x00077BFC
矣 0x00077C7C
以 0x00077CFC
艺 0x00077D7C
抑 0x00077DFC
易 0x00077E7C
邑 0x00077EFC
屹 0x00077F7C
亿 0x00077FFC
役 0x0007807C
臆 0x000780FC
逸 0x0007817C
肄 0x000781FC
疫 0x0007827C
亦 0x000782FC
裔 0x0007837C
意 0x000783FC
毅 0x0007847C
忆 0x000784FC
义 0x0007857C
益 0x000785FC
溢 0x0007867C
诣 0x000786FC
议 0x0007877C
谊 0x000787FC
译 0x0007887C
异 0x000788FC
翼 0x0007897C
翌 0x000789FC
绎 0x00078A7C
茵 0x00078AFC
荫 0x00078B7C
因 0x00078BFC
殷 0x00078C7C
音 0x00078CFC
阴 0x00078D7C
姻 0x00078DFC
吟 0x00078E7C
银 0x00078EFC
淫 0x00078F7C
寅 0x00078FFC
饮 0x0007907C
尹 0x000790FC
引 0x0007917C
隐 0x000791FC
印 0x0007927C
英 0x000792FC
樱 0x0007937C
婴 0x000793FC
鹰 0x0007947C
应 0x000794FC
缨 0x0007957C
莹 0x000795FC
萤 0x0007967C
营 0x000796FC
荧 0x0007977C
蝇 0x000797FC
迎 0x0007987C
赢 0x000798FC
盈 0x0007997C
影 0x000799FC
颖 0x00079A7C
硬 0x00079AFC
映 0x00079B7C
哟 0x00079BFC
拥 0x00079C7C
佣 0x00079CFC
臃 0x00079D7C
痈 0x00079DFC
庸 0x00079E7C
雍 0x00079EFC
踊 0x00079F7C
蛹 0x00079FFC
咏 0x0007A07C
泳 0x0007A0FC
涌 0x0007A17C
永 0x0007A1FC
恿 0x0007A27C
勇 0x0007A2FC
用 0x0007A37C
幽 0x0007A3FC
优 0x0007A47C
悠 0x0007A4FC
忧 0x0007A57C
尤 0x0007A5FC
由 0x0007A67C
邮 0x0007A6FC
铀 0x0007A77C
犹 0x0007A7FC
油 0x0007A87C
游 0x0007A8FC
酉 0x0007A97C
有 0x0007A9FC
友 0x0007AA7C
右 0x0007AAFC
佑 0x0007AB7C
釉 0x0007ABFC
诱 0x0007AC7C
又 0x0007ACFC
幼 0x0007AD7C
迂 0x0007ADFC
淤 0x0007AE7C
于 0x0007AEFC
盂 0x0007AF7C
榆 0x0007AFFC
虞 0x0007B07C
愚 0x0007B0FC
舆 0x0007B17C
余 0x0007B1FC
俞 0x0007B27C
逾 0x0007B2FC
鱼 0x0007B37C
愉 0x0007B3FC
渝 0x0007B47C
渔 0x0007B4FC
隅 0x0007B57C
予 0x0007B5FC
娱 0x0007B67C
雨 0x0007B6FC
与 0x0007B77C
屿 0x0007B7FC
禹 0x0007B87C
宇 0x0007B8FC
语 0x0007B97C
羽 0x0007B9FC
玉 0x0007BA7C
域 0x0007BAFC
芋 0x0007BB7C
郁 0x0007BBFC
吁 0x0007BC7C
遇 0x0007BCFC
喻 0x0007BD7C
峪 0x0007BDFC
御 0x0007BE7C
愈 0x0007BEFC
欲 0x0007BF7C
狱 0x0007BFFC
育 0x0007C07C
誉 0x0007C0FC
浴 0x0007C17C
寓 0x0007C1FC
裕 0x0007C27C
预 0x0007C2FC
豫 0x0007C37C
驭 0x0007C3FC
鸳 0x0007C47C
渊 0x0007C4FC
冤 0x0007C57C
元 0x0007C5FC
垣 0x0007C67C
袁 0x0007C6FC
原 0x0007C77C
援 0x0007C7FC
辕 0x0007C87C
园 0x0007C8FC
员 0x0007C97C
圆 0x0007C9FC
猿 0x0007CA7C
源 0x0007CAFC
缘 0x0007CB7C
远 0x0007CBFC
苑 0x0007CC7C
愿 0x0007CCFC
怨 0x0007CD7C
院 0x0007CDFC
曰 0x0007CE7C
约 0x0007CEFC
越 0x0007CF7C
跃 0x0007CFFC
钥 0x0007D07C
岳 0x0007D0FC
粤 0x0007D17C
月 0x0007D1FC
悦 0x0007D27C
阅 0x0007D2FC
耘 0x0007D37C
云 0x0007D3FC
郧 0x0007D47C
匀 0x0007D4FC
陨 0x0007D57C
允 0x0007D5FC
运 0x0007D67C
蕴 0x0007D6FC
酝 0x0007D77C
晕 0x0007D7FC
韵 0x0007D87C
孕 0x0007D8FC
匝 0x0007D97C
砸 0x0007D9FC
杂 0x0007DA7C
栽 0x0007DAFC
哉 0x0007DB7C
灾 0x0007DBFC
宰 0x0007DC7C
载 0x0007DCFC
再 0x0007DD7C
在 0x0007DDFC
咱 0x0007DE7C
攒 0x0007DEFC
暂 0x0007DF7C
赞 0x0007DFFC
赃 0x0007E07C
脏 0x0007E0FC
葬 0x0007E17C
遭 0x0007E1FC
糟 0x0007E27C
凿 0x0007E2FC
藻 0x0007E37C
枣 0x0007E3FC
早 0x0007E47C
澡 0x0007E4FC
蚤 0x0007E57C
躁 0x0007E5FC
噪 0x0007E67C
造 0x0007E6FC
皂 0x0007E77C
灶 0x0007E7FC
燥 0x0007E87C
责 0x0007E8FC
择 0x0007E97C
则 0x0007E9FC
泽 0x0007EA7C
贼 0x0007EAFC
怎 0x0007EB7C
增 0x0007EBFC
憎 0x0007EC7C
曾 0x0007ECFC
赠 0x0007ED7C
扎 0x0007EDFC
喳 0x0007EE7C
渣 0x0007EEFC
札 0x0007EF7C
轧 0x0007EFFC
铡 0x0007F07C
闸 0x0007F0FC
眨 0x0007F17C
栅 0x0007F1FC
榨 0x0007F27C
咋 0x0007F2FC
乍 0x0007F37C
炸 0x0007F3FC
诈 0x0007F47C
摘 0x0007F4FC
斋 0x0007F57C
宅 0x0007F5FC
窄 0x0007F67C
债 0x0007F6FC
寨 0x0007F77C
瞻 0x0007F7FC
毡 0x0007F87C
詹 0x0007F8FC
粘 0x0007F97C
沾 0x0007F9FC
盏 0x0007FA7C
斩 0x0007FAFC
辗 0x0007FB7C
崭 0x0007FBFC
展 0x0007FC7C
蘸 0x0007FCFC
栈 0x0007FD7C
占 0x0007FDFC
战 0x0007FE7C
站 0x0007FEFC
湛 0x0007FF7C
绽 0x0007FFFC
樟 0x0008007C
章 0x000800FC
彰 0x0008017C
漳 0x000801FC
张 0x0008027C
掌 0x000802FC
涨 0x0008037C
杖 0x000803FC
丈 0x0008047C
帐 0x000804FC
账 0x0008057C
仗 0x000805FC
胀 0x0008067C
瘴 0x000806FC
障 0x0008077C
招 0x000807FC
昭 0x0008087C
找 0x000808FC
沼 0x0008097C
赵 0x000809FC
照 0x00080A7C
罩 0x00080AFC
兆 0x00080B7C
肇 0x00080BFC
召 0x00080C7C
遮 0x00080CFC
折 0x00080D7C
哲 0x00080DFC
蛰 0x00080E7C
辙 0x00080EFC
者 0x00080F7C
锗 0x00080FFC
蔗 0x0008107C
这 0x000810FC
浙 0x0008117C
珍 0x000811FC
斟 0x0008127C
真 0x000812FC
甄 0x0008137C
砧 0x000813FC
臻 0x0008147C
贞 0x000814FC
针 0x0008157C
侦 0x000815FC
枕 0x0008167C
疹 0x000816FC
诊 0x0008177C
震 0x000817FC
振 0x0008187C
镇 0x000818FC
阵 0x0008197C
蒸 0x000819FC
挣 0x00081A7C
睁 0x00081AFC
征 0x00081B7C
狰 0x00081BFC
争 0x00081C7C
怔 0x00081CFC
整 0x00081D7C
拯 0x00081DFC
正 0x00081E7C
政 0x00081EFC
帧 0x00081F7C
症 0x00081FFC
郑 0x0008207C
证 0x000820FC
芝 0x0008217C
枝 0x000821FC
支 0x0008227C
吱 0x000822FC
蜘 0x0008237C
知 0x000823FC
肢 0x0008247C
脂 0x000824FC
汁 0x0008257C
之 0x000825FC
织 0x0008267C
职 0x000826FC
直 0x0008277C
植 0x000827FC
殖 0x0008287C
执 0x000828FC
值 0x0008297C
侄 0x000829FC
址 0x00082A7C
指 0x00082AFC
止 0x00082B7C
趾 0x00082BFC
只 0x00082C7C
旨 0x00082CFC
纸 0x00082D7C
志 0x00082DFC
挚 0x00082E7C
掷 0x00082EFC
至 0x00082F7C
致 0x00082FFC
置 0x0008307C
帜 0x000830FC
峙 0x0008317C
制 0x000831FC
智 0x0008327C
秩 0x000832FC
稚 0x0008337C
质 0x000833FC
炙 0x0008347C
痔 0x000834FC
滞 0x0008357C
治 0x000835FC
窒 0x0008367C
中 0x000836FC
盅 0x0008377C
忠 0x000837FC
钟 0x0008387C
衷 0x000838FC
终 0x0008397C
种 0x000839FC
肿 0x00083A7C
重 0x00083AFC
仲 0x00083B7C
众 0x00083BFC
舟 0x00083C7C
周 0x00083CFC
州 0x00083D7C
洲 0x00083DFC
诌 0x00083E7C
粥 0x00083EFC
轴 0x00083F7C
肘 0x00083FFC
帚 0x0008407C
咒 0x000840FC
皱 0x0008417C
宙 0x000841FC
昼 0x0008427C
骤 0x000842FC
珠 0x0008437C
株 0x000843FC
蛛 0x0008447C
朱 0x000844FC
猪 0x0008457C
诸 0x000845FC
诛 0x0008467C
逐 0x000846FC
竹 0x0008477C
烛 0x000847FC
煮 0x0008487C
拄 0x000848FC
瞩 0x0008497C
嘱 0x000849FC
主 0x00084A7C
著 0x00084AFC
柱 0x00084B7C
助 0x00084BFC
蛀 0x00084C7C
贮 0x00084CFC
铸 0x00084D7C
筑 0x00084DFC
住 0x00084E7C
注 0x00084EFC
祝 0x00084F7C
驻 0x00084FFC
抓 0x0008507C
爪 0x000850FC
拽 0x0008517C
专 0x000851FC
砖 0x0008527C
转 0x000852FC
撰 0x0008537C
赚 0x000853FC
篆 0x0008547C
桩 0x000854FC
庄 0x0008557C
装 0x000855FC
妆 0x0008567C
撞 0x000856FC
壮 0x0008577C
状 0x000857FC
椎 0x0008587C
锥 0x000858FC
追 0x0008597C
赘 0x000859FC
坠 0x00085A7C
缀 0x00085AFC
谆 0x00085B7C
准 0x00085BFC
捉 0x00085C7C
拙 0x00085CFC
卓 0x00085D7C
桌 0x00085DFC
琢 0x00085E7C
茁 0x00085EFC
酌 0x00085F7C
啄 0x00085FFC
着 0x0008607C
灼 0x000860FC
浊 0x0008617C
兹 0x000861FC
咨 0x0008627C
资 0x000862FC
姿 0x0008637C
滋 0x000863FC
淄 0x0008647C
孜 0x000864FC
紫 0x0008657C
仔 0x000865FC
籽 0x0008667C
滓 0x000866FC
子 0x0008677C
自 0x000867FC
渍 0x0008687C
字 0x000868FC
鬃 0x0008697C
棕 0x000869FC
踪 0x00086A7C
宗 0x00086AFC
综 0x00086B7C
总 0x00086BFC
纵 0x00086C7C
邹 0x00086CFC
走 0x00086D7C
奏 0x00086DFC
揍 0x00086E7C
租 0x00086EFC
足 0x00086F7C
卒 0x00086FFC
族 0x0008707C
祖 0x000870FC
诅 0x0008717C
阻 0x000871FC
组 0x0008727C
钻 0x000872FC
纂 0x0008737C
嘴 0x000873FC
醉 0x0008747C
最 0x000874FC
罪 0x0008757C
尊 0x000875FC
遵 0x0008767C
昨 0x000876FC
左 0x0008777C
佐 0x000877FC
柞 0x0008787C
做 0x000878FC
作 0x0008797C
坐 0x000879FC
座 0x00087A7C
