16x16 汉字点阵字库索引表 (按 Unicode 排序)
字符数量: 3755
固定尺寸: 16x16
字体: C:/Windows/Fonts/msyh.ttc

序号     字符   Unicode      偏移(Hex)      宽度     高度     pitch 
1936   淬    0x00006DEC   0x0000F200     16     16     2     
1937   淮    0x00006DEE   0x0000F220     16     16     2     
1938   深    0x00006DF1   0x0000F240     16     16     2     
1939   淳    0x00006DF3   0x0000F260     16     16     2     
1940   混    0x00006DF7   0x0000F280     16     16     2     
1941   淹    0x00006DF9   0x0000F2A0     16     16     2     
1942   添    0x00006DFB   0x0000F2C0     16     16     2     
1943   清    0x00006E05   0x0000F2E0     16     16     2     
1944   渊    0x00006E0A   0x0000F300     16     16     2     
1945   渍    0x00006E0D   0x0000F320     16     16     2     
1946   渐    0x00006E10   0x0000F340     16     16     2     
1947   渔    0x00006E14   0x0000F360     16     16     2     
1948   渗    0x00006E17   0x0000F380     16     16     2     
1949   渝    0x00006E1D   0x0000F3A0     16     16     2     
1950   渠    0x00006E20   0x0000F3C0     16     16     2     
1951   渡    0x00006E21   0x0000F3E0     16     16     2     
1952   渣    0x00006E23   0x0000F400     16     16     2     
1953   渤    0x00006E24   0x0000F420     16     16     2     
1954   温    0x00006E29   0x0000F440     16     16     2     
1955   渭    0x00006E2D   0x0000F460     16     16     2     
1956   港    0x00006E2F   0x0000F480     16     16     2     
1957   渴    0x00006E34   0x0000F4A0     16     16     2     
1958   游    0x00006E38   0x0000F4C0     16     16     2     
1959   渺    0x00006E3A   0x0000F4E0     16     16     2     
1960   湃    0x00006E43   0x0000F500     16     16     2     
1961   湍    0x00006E4D   0x0000F520     16     16     2     
1962   湖    0x00006E56   0x0000F540     16     16     2     
1963   湘    0x00006E58   0x0000F560     16     16     2     
1964   湛    0x00006E5B   0x0000F580     16     16     2     
1965   湾    0x00006E7E   0x0000F5A0     16     16     2     
1966   湿    0x00006E7F   0x0000F5C0     16     16     2     
1967   溃    0x00006E83   0x0000F5E0     16     16     2     
1968   溅    0x00006E85   0x0000F600     16     16     2     
1969   溉    0x00006E89   0x0000F620     16     16     2     
1970   源    0x00006E90   0x0000F640     16     16     2     
1971   溜    0x00006E9C   0x0000F660     16     16     2     
1972   溢    0x00006EA2   0x0000F680     16     16     2     
1973   溪    0x00006EAA   0x0000F6A0     16     16     2     
1974   溯    0x00006EAF   0x0000F6C0     16     16     2     
1975   溶    0x00006EB6   0x0000F6E0     16     16     2     
1976   溺    0x00006EBA   0x0000F700     16     16     2     
1977   滁    0x00006EC1   0x0000F720     16     16     2     
1978   滇    0x00006EC7   0x0000F740     16     16     2     
1979   滋    0x00006ECB   0x0000F760     16     16     2     
1980   滑    0x00006ED1   0x0000F780     16     16     2     
1981   滓    0x00006ED3   0x0000F7A0     16     16     2     
1982   滔    0x00006ED4   0x0000F7C0     16     16     2     
1983   滚    0x00006EDA   0x0000F7E0     16     16     2     
1984   滞    0x00006EDE   0x0000F800     16     16     2     
1985   满    0x00006EE1   0x0000F820     16     16     2     
1986   滤    0x00006EE4   0x0000F840     16     16     2     
1987   滥    0x00006EE5   0x0000F860     16     16     2     
1988   滦    0x00006EE6   0x0000F880     16     16     2     
1989   滨    0x00006EE8   0x0000F8A0     16     16     2     
1990   滩    0x00006EE9   0x0000F8C0     16     16     2     
1991   滴    0x00006EF4   0x0000F8E0     16     16     2     
1992   漂    0x00006F02   0x0000F900     16     16     2     
1993   漆    0x00006F06   0x0000F920     16     16     2     
1994   漏    0x00006F0F   0x0000F940     16     16     2     
1995   漓    0x00006F13   0x0000F960     16     16     2     
1996   演    0x00006F14   0x0000F980     16     16     2     
1997   漠    0x00006F20   0x0000F9A0     16     16     2     
1998   漫    0x00006F2B   0x0000F9C0     16     16     2     
1999   漱    0x00006F31   0x0000F9E0     16     16     2     
2000   漳    0x00006F33   0x0000FA00     16     16     2     
2001   漾    0x00006F3E   0x0000FA20     16     16     2     
2002   潍    0x00006F4D   0x0000FA40     16     16     2     
2003   潘    0x00006F58   0x0000FA60     16     16     2     
2004   潜    0x00006F5C   0x0000FA80     16     16     2     
2005   潞    0x00006F5E   0x0000FAA0     16     16     2     
2006   潦    0x00006F66   0x0000FAC0     16     16     2     
2007   潭    0x00006F6D   0x0000FAE0     16     16     2     
2008   潮    0x00006F6E   0x0000FB00     16     16     2     
2009   澄    0x00006F84   0x0000FB20     16     16     2     
2010   澈    0x00006F88   0x0000FB40     16     16     2     
2011   澎    0x00006F8E   0x0000FB60     16     16     2     
2012   澜    0x00006F9C   0x0000FB80     16     16     2     
2013   澡    0x00006FA1   0x0000FBA0     16     16     2     
2014   澳    0x00006FB3   0x0000FBC0     16     16     2     
2015   激    0x00006FC0   0x0000FBE0     16     16     2     
2016   濒    0x00006FD2   0x0000FC00     16     16     2     
2017   瀑    0x00007011   0x0000FC20     16     16     2     
2018   灌    0x0000704C   0x0000FC40     16     16     2     
2019   火    0x0000706B   0x0000FC60     16     16     2     
2020   灭    0x0000706D   0x0000FC80     16     16     2     
2021   灯    0x0000706F   0x0000FCA0     16     16     2     
2022   灰    0x00007070   0x0000FCC0     16     16     2     
2023   灵    0x00007075   0x0000FCE0     16     16     2     
2024   灶    0x00007076   0x0000FD00     16     16     2     
2025   灸    0x00007078   0x0000FD20     16     16     2     
2026   灼    0x0000707C   0x0000FD40     16     16     2     
2027   灾    0x0000707E   0x0000FD60     16     16     2     
2028   灿    0x0000707F   0x0000FD80     16     16     2     
2029   炉    0x00007089   0x0000FDA0     16     16     2     
2030   炊    0x0000708A   0x0000FDC0     16     16     2     
2031   炎    0x0000708E   0x0000FDE0     16     16     2     
2032   炒    0x00007092   0x0000FE00     16     16     2     
2033   炔    0x00007094   0x0000FE20     16     16     2     
2034   炕    0x00007095   0x0000FE40     16     16     2     
2035   炙    0x00007099   0x0000FE60     16     16     2     
2036   炬    0x000070AC   0x0000FE80     16     16     2     
2037   炭    0x000070AD   0x0000FEA0     16     16     2     
2038   炮    0x000070AE   0x0000FEC0     16     16     2     
2039   炯    0x000070AF   0x0000FEE0     16     16     2     
2040   炳    0x000070B3   0x0000FF00     16     16     2     
2041   炸    0x000070B8   0x0000FF20     16     16     2     
2042   点    0x000070B9   0x0000FF40     16     16     2     
2043   炼    0x000070BC   0x0000FF60     16     16     2     
2044   炽    0x000070BD   0x0000FF80     16     16     2     
2045   烁    0x000070C1   0x0000FFA0     16     16     2     
2046   烂    0x000070C2   0x0000FFC0     16     16     2     
2047   烃    0x000070C3   0x0000FFE0     16     16     2     
2048   烈    0x000070C8   0x00010000     16     16     2     
2049   烘    0x000070D8   0x00010020     16     16     2     
2050   烙    0x000070D9   0x00010040     16     16     2     
2051   烛    0x000070DB   0x00010060     16     16     2     
2052   烟    0x000070DF   0x00010080     16     16     2     
2053   烤    0x000070E4   0x000100A0     16     16     2     
2054   烦    0x000070E6   0x000100C0     16     16     2     
2055   烧    0x000070E7   0x000100E0     16     16     2     
2056   烩    0x000070E9   0x00010100     16     16     2     
2057   烫    0x000070EB   0x00010120     16     16     2     
2058   烬    0x000070EC   0x00010140     16     16     2     
2059   热    0x000070ED   0x00010160     16     16     2     
2060   烯    0x000070EF   0x00010180     16     16     2     
2061   烷    0x000070F7   0x000101A0     16     16     2     
2062   烹    0x000070F9   0x000101C0     16     16     2     
2063   烽    0x000070FD   0x000101E0     16     16     2     
2064   焉    0x00007109   0x00010200     16     16     2     
2065   焊    0x0000710A   0x00010220     16     16     2     
2066   焕    0x00007115   0x00010240     16     16     2     
2067   焙    0x00007119   0x00010260     16     16     2     
2068   焚    0x0000711A   0x00010280     16     16     2     
2069   焦    0x00007126   0x000102A0     16     16     2     
2070   焰    0x00007130   0x000102C0     16     16     2     
2071   然    0x00007136   0x000102E0     16     16     2     
2072   煌    0x0000714C   0x00010300     16     16     2     
2073   煎    0x0000714E   0x00010320     16     16     2     
2074   煞    0x0000715E   0x00010340     16     16     2     
2075   煤    0x00007164   0x00010360     16     16     2     
2076   照    0x00007167   0x00010380     16     16     2     
2077   煮    0x0000716E   0x000103A0     16     16     2     
2078   煽    0x0000717D   0x000103C0     16     16     2     
2079   熄    0x00007184   0x000103E0     16     16     2     
2080   熊    0x0000718A   0x00010400     16     16     2     
2081   熏    0x0000718F   0x00010420     16     16     2     
2082   熔    0x00007194   0x00010440     16     16     2     
2083   熙    0x00007199   0x00010460     16     16     2     
2084   熟    0x0000719F   0x00010480     16     16     2     
2085   熬    0x000071AC   0x000104A0     16     16     2     
2086   燃    0x000071C3   0x000104C0     16     16     2     
2087   燎    0x000071CE   0x000104E0     16     16     2     
2088   燕    0x000071D5   0x00010500     16     16     2     
2089   燥    0x000071E5   0x00010520     16     16     2     
2090   爆    0x00007206   0x00010540     16     16     2     
2091   爪    0x0000722A   0x00010560     16     16     2     
2092   爬    0x0000722C   0x00010580     16     16     2     
2093   爱    0x00007231   0x000105A0     16     16     2     
2094   爵    0x00007235   0x000105C0     16     16     2     
2095   父    0x00007236   0x000105E0     16     16     2     
2096   爷    0x00007237   0x00010600     16     16     2     
2097   爸    0x00007238   0x00010620     16     16     2     
2098   爹    0x00007239   0x00010640     16     16     2     
2099   爽    0x0000723D   0x00010660     16     16     2     
2100   片    0x00007247   0x00010680     16     16     2     
2101   版    0x00007248   0x000106A0     16     16     2     
2102   牌    0x0000724C   0x000106C0     16     16     2     
2103   牙    0x00007259   0x000106E0     16     16     2     
2104   牛    0x0000725B   0x00010700     16     16     2     
2105   牟    0x0000725F   0x00010720     16     16     2     
2106   牡    0x00007261   0x00010740     16     16     2     
2107   牢    0x00007262   0x00010760     16     16     2     
2108   牧    0x00007267   0x00010780     16     16     2     
2109   物    0x00007269   0x000107A0     16     16     2     
2110   牲    0x00007272   0x000107C0     16     16     2     
2111   牵    0x00007275   0x000107E0     16     16     2     
2112   特    0x00007279   0x00010800     16     16     2     
2113   牺    0x0000727A   0x00010820     16     16     2     
2114   犀    0x00007280   0x00010840     16     16     2     
2115   犁    0x00007281   0x00010860     16     16     2     
2116   犊    0x0000728A   0x00010880     16     16     2     
2117   犬    0x000072AC   0x000108A0     16     16     2     
2118   犯    0x000072AF   0x000108C0     16     16     2     
2119   状    0x000072B6   0x000108E0     16     16     2     
2120   犹    0x000072B9   0x00010900     16     16     2     
2121   狂    0x000072C2   0x00010920     16     16     2     
2122   狄    0x000072C4   0x00010940     16     16     2     
2123   狈    0x000072C8   0x00010960     16     16     2     
2124   狐    0x000072D0   0x00010980     16     16     2     
2125   狗    0x000072D7   0x000109A0     16     16     2     
2126   狙    0x000072D9   0x000109C0     16     16     2     
2127   狞    0x000072DE   0x000109E0     16     16     2     
2128   狠    0x000072E0   0x00010A00     16     16     2     
2129   狡    0x000072E1   0x00010A20     16     16     2     
2130   独    0x000072EC   0x00010A40     16     16     2     
2131   狭    0x000072ED   0x00010A60     16     16     2     
2132   狮    0x000072EE   0x00010A80     16     16     2     
2133   狰    0x000072F0   0x00010AA0     16     16     2     
2134   狱    0x000072F1   0x00010AC0     16     16     2     
2135   狸    0x000072F8   0x00010AE0     16     16     2     
2136   狼    0x000072FC   0x00010B00     16     16     2     
2137   猎    0x0000730E   0x00010B20     16     16     2     
2138   猖    0x00007316   0x00010B40     16     16     2     
2139   猛    0x0000731B   0x00010B60     16     16     2     
2140   猜    0x0000731C   0x00010B80     16     16     2     
2141   猩    0x00007329   0x00010BA0     16     16     2     
2142   猪    0x0000732A   0x00010BC0     16     16     2     
2143   猫    0x0000732B   0x00010BE0     16     16     2     
2144   献    0x0000732E   0x00010C00     16     16     2     
2145   猴    0x00007334   0x00010C20     16     16     2     
2146   猾    0x0000733E   0x00010C40     16     16     2     
2147   猿    0x0000733F   0x00010C60     16     16     2     
2148   獭    0x0000736D   0x00010C80     16     16     2     
2149   玄    0x00007384   0x00010CA0     16     16     2     
2150   率    0x00007387   0x00010CC0     16     16     2     
2151   玉    0x00007389   0x00010CE0     16     16     2     
2152   王    0x0000738B   0x00010D00     16     16     2     
2153   玖    0x00007396   0x00010D20     16     16     2     
2154   玛    0x0000739B   0x00010D40     16     16     2     
2155   玩    0x000073A9   0x00010D60     16     16     2     
2156   玫    0x000073AB   0x00010D80     16     16     2     
2157   环    0x000073AF   0x00010DA0     16     16     2     
2158   现    0x000073B0   0x00010DC0     16     16     2     
2159   玲    0x000073B2   0x00010DE0     16     16     2     
2160   玻    0x000073BB   0x00010E00     16     16     2     
2161   珊    0x000073CA   0x00010E20     16     16     2     
2162   珍    0x000073CD   0x00010E40     16     16     2     
2163   珐    0x000073D0   0x00010E60     16     16     2     
2164   珠    0x000073E0   0x00010E80     16     16     2     
2165   班    0x000073ED   0x00010EA0     16     16     2     
2166   球    0x00007403   0x00010EC0     16     16     2     
2167   琅    0x00007405   0x00010EE0     16     16     2     
2168   理    0x00007406   0x00010F00     16     16     2     
2169   琉    0x00007409   0x00010F20     16     16     2     
2170   琐    0x00007410   0x00010F40     16     16     2     
2171   琢    0x00007422   0x00010F60     16     16     2     
2172   琳    0x00007433   0x00010F80     16     16     2     
2173   琴    0x00007434   0x00010FA0     16     16     2     
2174   琵    0x00007435   0x00010FC0     16     16     2     
2175   琶    0x00007436   0x00010FE0     16     16     2     
2176   琼    0x0000743C   0x00011000     16     16     2     
2177   瑚    0x0000745A   0x00011020     16     16     2     
2178   瑞    0x0000745E   0x00011040     16     16     2     
2179   瑟    0x0000745F   0x00011060     16     16     2     
2180   瑰    0x00007470   0x00011080     16     16     2     
2181   瑶    0x00007476   0x000110A0     16     16     2     
2182   璃    0x00007483   0x000110C0     16     16     2     
2183   瓜    0x000074DC   0x000110E0     16     16     2     
2184   瓢    0x000074E2   0x00011100     16     16     2     
2185   瓣    0x000074E3   0x00011120     16     16     2     
2186   瓤    0x000074E4   0x00011140     16     16     2     
2187   瓦    0x000074E6   0x00011160     16     16     2     
2188   瓮    0x000074EE   0x00011180     16     16     2     
2189   瓶    0x000074F6   0x000111A0     16     16     2     
2190   瓷    0x000074F7   0x000111C0     16     16     2     
2191   甄    0x00007504   0x000111E0     16     16     2     
2192   甘    0x00007518   0x00011200     16     16     2     
2193   甚    0x0000751A   0x00011220     16     16     2     
2194   甜    0x0000751C   0x00011240     16     16     2     
2195   生    0x0000751F   0x00011260     16     16     2     
2196   甥    0x00007525   0x00011280     16     16     2     
2197   用    0x00007528   0x000112A0     16     16     2     
2198   甩    0x00007529   0x000112C0     16     16     2     
2199   甫    0x0000752B   0x000112E0     16     16     2     
2200   甭    0x0000752D   0x00011300     16     16     2     
2201   田    0x00007530   0x00011320     16     16     2     
2202   由    0x00007531   0x00011340     16     16     2     
2203   甲    0x00007532   0x00011360     16     16     2     
2204   申    0x00007533   0x00011380     16     16     2     
2205   电    0x00007535   0x000113A0     16     16     2     
2206   男    0x00007537   0x000113C0     16     16     2     
2207   甸    0x00007538   0x000113E0     16     16     2     
2208   画    0x0000753B   0x00011400     16     16     2     
2209   畅    0x00007545   0x00011420     16     16     2     
2210   界    0x0000754C   0x00011440     16     16     2     
2211   畏    0x0000754F   0x00011460     16     16     2     
2212   畔    0x00007554   0x00011480     16     16     2     
2213   留    0x00007559   0x000114A0     16     16     2     
2214   畜    0x0000755C   0x000114C0     16     16     2     
2215   略    0x00007565   0x000114E0     16     16     2     
2216   畦    0x00007566   0x00011500     16     16     2     
2217   番    0x0000756A   0x00011520     16     16     2     
2218   畴    0x00007574   0x00011540     16     16     2     
2219   畸    0x00007578   0x00011560     16     16     2     
2220   疆    0x00007586   0x00011580     16     16     2     
2221   疏    0x0000758F   0x000115A0     16     16     2     
2222   疑    0x00007591   0x000115C0     16     16     2     
2223   疗    0x00007597   0x000115E0     16     16     2     
2224   疙    0x00007599   0x00011600     16     16     2     
2225   疚    0x0000759A   0x00011620     16     16     2     
2226   疟    0x0000759F   0x00011640     16     16     2     
2227   疡    0x000075A1   0x00011660     16     16     2     
2228   疤    0x000075A4   0x00011680     16     16     2     
2229   疥    0x000075A5   0x000116A0     16     16     2     
2230   疫    0x000075AB   0x000116C0     16     16     2     
2231   疮    0x000075AE   0x000116E0     16     16     2     
2232   疯    0x000075AF   0x00011700     16     16     2     
2233   疲    0x000075B2   0x00011720     16     16     2     
2234   疵    0x000075B5   0x00011740     16     16     2     
2235   疹    0x000075B9   0x00011760     16     16     2     
2236   疼    0x000075BC   0x00011780     16     16     2     
2237   疽    0x000075BD   0x000117A0     16     16     2     
2238   疾    0x000075BE   0x000117C0     16     16     2     
2239   病    0x000075C5   0x000117E0     16     16     2     
2240   症    0x000075C7   0x00011800     16     16     2     
2241   痈    0x000075C8   0x00011820     16     16     2     
2242   痉    0x000075C9   0x00011840     16     16     2     
2243   痊    0x000075CA   0x00011860     16     16     2     
2244   痒    0x000075D2   0x00011880     16     16     2     
2245   痔    0x000075D4   0x000118A0     16     16     2     
2246   痕    0x000075D5   0x000118C0     16     16     2     
2247   痘    0x000075D8   0x000118E0     16     16     2     
2248   痛    0x000075DB   0x00011900     16     16     2     
2249   痞    0x000075DE   0x00011920     16     16     2     
2250   痢    0x000075E2   0x00011940     16     16     2     
2251   痪    0x000075EA   0x00011960     16     16     2     
2252   痰    0x000075F0   0x00011980     16     16     2     
2253   痴    0x000075F4   0x000119A0     16     16     2     
2254   痹    0x000075F9   0x000119C0     16     16     2     
2255   瘁    0x00007601   0x000119E0     16     16     2     
2256   瘟    0x0000761F   0x00011A00     16     16     2     
2257   瘤    0x00007624   0x00011A20     16     16     2     
2258   瘦    0x00007626   0x00011A40     16     16     2     
2259   瘩    0x00007629   0x00011A60     16     16     2     
2260   瘪    0x0000762A   0x00011A80     16     16     2     
2261   瘫    0x0000762B   0x00011AA0     16     16     2     
2262   瘴    0x00007634   0x00011AC0     16     16     2     
2263   瘸    0x00007638   0x00011AE0     16     16     2     
2264   癌    0x0000764C   0x00011B00     16     16     2     
2265   癣    0x00007663   0x00011B20     16     16     2     
2266   癸    0x00007678   0x00011B40     16     16     2     
2267   登    0x0000767B   0x00011B60     16     16     2     
2268   白    0x0000767D   0x00011B80     16     16     2     
2269   百    0x0000767E   0x00011BA0     16     16     2     
2270   皂    0x00007682   0x00011BC0     16     16     2     
2271   的    0x00007684   0x00011BE0     16     16     2     
2272   皆    0x00007686   0x00011C00     16     16     2     
2273   皇    0x00007687   0x00011C20     16     16     2     
2274   皋    0x0000768B   0x00011C40     16     16     2     
2275   皑    0x00007691   0x00011C60     16     16     2     
2276   皖    0x00007696   0x00011C80     16     16     2     
2277   皮    0x000076AE   0x00011CA0     16     16     2     
2278   皱    0x000076B1   0x00011CC0     16     16     2     
2279   皿    0x000076BF   0x00011CE0     16     16     2     
2280   盂    0x000076C2   0x00011D00     16     16     2     
2281   盅    0x000076C5   0x00011D20     16     16     2     
2282   盆    0x000076C6   0x00011D40     16     16     2     
2283   盈    0x000076C8   0x00011D60     16     16     2     
2284   益    0x000076CA   0x00011D80     16     16     2     
2285   盎    0x000076CE   0x00011DA0     16     16     2     
2286   盏    0x000076CF   0x00011DC0     16     16     2     
2287   盐    0x000076D0   0x00011DE0     16     16     2     
2288   监    0x000076D1   0x00011E00     16     16     2     
2289   盒    0x000076D2   0x00011E20     16     16     2     
2290   盔    0x000076D4   0x00011E40     16     16     2     
2291   盖    0x000076D6   0x00011E60     16     16     2     
2292   盗    0x000076D7   0x00011E80     16     16     2     
2293   盘    0x000076D8   0x00011EA0     16     16     2     
2294   盛    0x000076DB   0x00011EC0     16     16     2     
2295   盟    0x000076DF   0x00011EE0     16     16     2     
2296   目    0x000076EE   0x00011F00     16     16     2     
2297   盯    0x000076EF   0x00011F20     16     16     2     
2298   盲    0x000076F2   0x00011F40     16     16     2     
2299   直    0x000076F4   0x00011F60     16     16     2     
2300   相    0x000076F8   0x00011F80     16     16     2     
2301   盼    0x000076FC   0x00011FA0     16     16     2     
2302   盾    0x000076FE   0x00011FC0     16     16     2     
2303   省    0x00007701   0x00011FE0     16     16     2     
2304   眉    0x00007709   0x00012000     16     16     2     
2305   看    0x0000770B   0x00012020     16     16     2     
2306   真    0x0000771F   0x00012040     16     16     2     
2307   眠    0x00007720   0x00012060     16     16     2     
2308   眨    0x00007728   0x00012080     16     16     2     
2309   眩    0x00007729   0x000120A0     16     16     2     
2310   眯    0x0000772F   0x000120C0     16     16     2     
2311   眶    0x00007736   0x000120E0     16     16     2     
2312   眷    0x00007737   0x00012100     16     16     2     
2313   眺    0x0000773A   0x00012120     16     16     2     
2314   眼    0x0000773C   0x00012140     16     16     2     
2315   着    0x00007740   0x00012160     16     16     2     
2316   睁    0x00007741   0x00012180     16     16     2     
2317   睛    0x0000775B   0x000121A0     16     16     2     
2318   睡    0x00007761   0x000121C0     16     16     2     
2319   督    0x00007763   0x000121E0     16     16     2     
2320   睦    0x00007766   0x00012200     16     16     2     
2321   睫    0x0000776B   0x00012220     16     16     2     
2322   睬    0x0000776C   0x00012240     16     16     2     
2323   睹    0x00007779   0x00012260     16     16     2     
2324   瞄    0x00007784   0x00012280     16     16     2     
2325   瞅    0x00007785   0x000122A0     16     16     2     
2326   瞎    0x0000778E   0x000122C0     16     16     2     
2327   瞒    0x00007792   0x000122E0     16     16     2     
2328   瞥    0x000077A5   0x00012300     16     16     2     
2329   瞧    0x000077A7   0x00012320     16     16     2     
2330   瞩    0x000077A9   0x00012340     16     16     2     
2331   瞪    0x000077AA   0x00012360     16     16     2     
2332   瞬    0x000077AC   0x00012380     16     16     2     
2333   瞳    0x000077B3   0x000123A0     16     16     2     
2334   瞻    0x000077BB   0x000123C0     16     16     2     
2335   矗    0x000077D7   0x000123E0     16     16     2     
2336   矛    0x000077DB   0x00012400     16     16     2     
2337   矢    0x000077E2   0x00012420     16     16     2     
2338   矣    0x000077E3   0x00012440     16     16     2     
2339   知    0x000077E5   0x00012460     16     16     2     
2340   矩    0x000077E9   0x00012480     16     16     2     
2341   矫    0x000077EB   0x000124A0     16     16     2     
2342   短    0x000077ED   0x000124C0     16     16     2     
2343   矮    0x000077EE   0x000124E0     16     16     2     
2344   石    0x000077F3   0x00012500     16     16     2     
2345   矽    0x000077FD   0x00012520     16     16     2     
2346   矾    0x000077FE   0x00012540     16     16     2     
2347   矿    0x000077FF   0x00012560     16     16     2     
2348   码    0x00007801   0x00012580     16     16     2     
2349   砂    0x00007802   0x000125A0     16     16     2     
2350   砌    0x0000780C   0x000125C0     16     16     2     
2351   砍    0x0000780D   0x000125E0     16     16     2     
2352   砒    0x00007812   0x00012600     16     16     2     
2353   研    0x00007814   0x00012620     16     16     2     
2354   砖    0x00007816   0x00012640     16     16     2     
2355   砚    0x0000781A   0x00012660     16     16     2     
2356   砧    0x00007827   0x00012680     16     16     2     
2357   砰    0x00007830   0x000126A0     16     16     2     
2358   破    0x00007834   0x000126C0     16     16     2     
2359   砷    0x00007837   0x000126E0     16     16     2     
2360   砸    0x00007838   0x00012700     16     16     2     
2361   砾    0x0000783E   0x00012720     16     16     2     
2362   础    0x00007840   0x00012740     16     16     2     
2363   硅    0x00007845   0x00012760     16     16     2     
2364   硒    0x00007852   0x00012780     16     16     2     
2365   硕    0x00007855   0x000127A0     16     16     2     
2366   硝    0x0000785D   0x000127C0     16     16     2     
2367   硫    0x0000786B   0x000127E0     16     16     2     
2368   硬    0x0000786C   0x00012800     16     16     2     
2369   确    0x0000786E   0x00012820     16     16     2     
2370   硷    0x00007877   0x00012840     16     16     2     
2371   硼    0x0000787C   0x00012860     16     16     2     
2372   碉    0x00007889   0x00012880     16     16     2     
2373   碌    0x0000788C   0x000128A0     16     16     2     
2374   碍    0x0000788D   0x000128C0     16     16     2     
2375   碎    0x0000788E   0x000128E0     16     16     2     
2376   碑    0x00007891   0x00012900     16     16     2     
2377   碗    0x00007897   0x00012920     16     16     2     
2378   碘    0x00007898   0x00012940     16     16     2     
2379   碟    0x0000789F   0x00012960     16     16     2     
2380   碧    0x000078A7   0x00012980     16     16     2     
2381   碰    0x000078B0   0x000129A0     16     16     2     
2382   碱    0x000078B1   0x000129C0     16     16     2     
2383   碳    0x000078B3   0x000129E0     16     16     2     
2384   碴    0x000078B4   0x00012A00     16     16     2     
2385   碾    0x000078BE   0x00012A20     16     16     2     
2386   磁    0x000078C1   0x00012A40     16     16     2     
2387   磅    0x000078C5   0x00012A60     16     16     2     
2388   磊    0x000078CA   0x00012A80     16     16     2     
2389   磋    0x000078CB   0x00012AA0     16     16     2     
2390   磐    0x000078D0   0x00012AC0     16     16     2     
2391   磕    0x000078D5   0x00012AE0     16     16     2     
2392   磨    0x000078E8   0x00012B00     16     16     2     
2393   磷    0x000078F7   0x00012B20     16     16     2     
2394   磺    0x000078FA   0x00012B40     16     16     2     
2395   礁    0x00007901   0x00012B60     16     16     2     
2396   示    0x0000793A   0x00012B80     16     16     2     
2397   礼    0x0000793C   0x00012BA0     16     16     2     
2398   社    0x0000793E   0x00012BC0     16     16     2     
2399   祁    0x00007941   0x00012BE0     16     16     2     
2400   祈    0x00007948   0x00012C00     16     16     2     
2401   祖    0x00007956   0x00012C20     16     16     2     
2402   祝    0x0000795D   0x00012C40     16     16     2     
2403   神    0x0000795E   0x00012C60     16     16     2     
2404   祟    0x0000795F   0x00012C80     16     16     2     
2405   祥    0x00007965   0x00012CA0     16     16     2     
2406   票    0x00007968   0x00012CC0     16     16     2     
2407   祭    0x0000796D   0x00012CE0     16     16     2     
2408   祷    0x00007977   0x00012D00     16     16     2     
2409   祸    0x00007978   0x00012D20     16     16     2     
2410   禁    0x00007981   0x00012D40     16     16     2     
2411   禄    0x00007984   0x00012D60     16     16     2     
2412   福    0x0000798F   0x00012D80     16     16     2     
2413   禹    0x000079B9   0x00012DA0     16     16     2     
2414   离    0x000079BB   0x00012DC0     16     16     2     
2415   禽    0x000079BD   0x00012DE0     16     16     2     
2416   禾    0x000079BE   0x00012E00     16     16     2     
2417   秀    0x000079C0   0x00012E20     16     16     2     
2418   私    0x000079C1   0x00012E40     16     16     2     
2419   秃    0x000079C3   0x00012E60     16     16     2     
2420   秆    0x000079C6   0x00012E80     16     16     2     
2421   秉    0x000079C9   0x00012EA0     16     16     2     
2422   秋    0x000079CB   0x00012EC0     16     16     2     
2423   种    0x000079CD   0x00012EE0     16     16     2     
2424   科    0x000079D1   0x00012F00     16     16     2     
2425   秒    0x000079D2   0x00012F20     16     16     2     
2426   秘    0x000079D8   0x00012F40     16     16     2     
2427   租    0x000079DF   0x00012F60     16     16     2     
2428   秤    0x000079E4   0x00012F80     16     16     2     
2429   秦    0x000079E6   0x00012FA0     16     16     2     
2430   秧    0x000079E7   0x00012FC0     16     16     2     
2431   秩    0x000079E9   0x00012FE0     16     16     2     
2432   积    0x000079EF   0x00013000     16     16     2     
2433   称    0x000079F0   0x00013020     16     16     2     
2434   秸    0x000079F8   0x00013040     16     16     2     
2435   移    0x000079FB   0x00013060     16     16     2     
2436   秽    0x000079FD   0x00013080     16     16     2     
2437   稀    0x00007A00   0x000130A0     16     16     2     
2438   程    0x00007A0B   0x000130C0     16     16     2     
2439   稍    0x00007A0D   0x000130E0     16     16     2     
2440   税    0x00007A0E   0x00013100     16     16     2     
2441   稗    0x00007A17   0x00013120     16     16     2     
2442   稚    0x00007A1A   0x00013140     16     16     2     
2443   稠    0x00007A20   0x00013160     16     16     2     
2444   稳    0x00007A33   0x00013180     16     16     2     
2445   稻    0x00007A3B   0x000131A0     16     16     2     
2446   稼    0x00007A3C   0x000131C0     16     16     2     
2447   稽    0x00007A3D   0x000131E0     16     16     2     
2448   稿    0x00007A3F   0x00013200     16     16     2     
2449   穆    0x00007A46   0x00013220     16     16     2     
2450   穗    0x00007A57   0x00013240     16     16     2     
2451   穴    0x00007A74   0x00013260     16     16     2     
2452   究    0x00007A76   0x00013280     16     16     2     
2453   穷    0x00007A77   0x000132A0     16     16     2     
2454   空    0x00007A7A   0x000132C0     16     16     2     
