# 汉字 绝对偏移(十六进制)  (从文件头开始)
挞 0x00026E9C
蹋 0x00026EBC
踏 0x00026EDC
胎 0x00026EFC
苔 0x00026F1C
抬 0x00026F3C
台 0x00026F5C
泰 0x00026F7C
酞 0x00026F9C
太 0x00026FBC
态 0x00026FDC
汰 0x00026FFC
坍 0x0002701C
摊 0x0002703C
贪 0x0002705C
瘫 0x0002707C
滩 0x0002709C
坛 0x000270BC
檀 0x000270DC
痰 0x000270FC
潭 0x0002711C
谭 0x0002713C
谈 0x0002715C
坦 0x0002717C
毯 0x0002719C
袒 0x000271BC
碳 0x000271DC
探 0x000271FC
叹 0x0002721C
炭 0x0002723C
汤 0x0002725C
塘 0x0002727C
搪 0x0002729C
堂 0x000272BC
棠 0x000272DC
膛 0x000272FC
唐 0x0002731C
糖 0x0002733C
倘 0x0002735C
躺 0x0002737C
淌 0x0002739C
趟 0x000273BC
烫 0x000273DC
掏 0x000273FC
涛 0x0002741C
滔 0x0002743C
绦 0x0002745C
萄 0x0002747C
桃 0x0002749C
逃 0x000274BC
淘 0x000274DC
陶 0x000274FC
讨 0x0002751C
套 0x0002753C
特 0x0002755C
藤 0x0002757C
腾 0x0002759C
疼 0x000275BC
誊 0x000275DC
梯 0x000275FC
剔 0x0002761C
踢 0x0002763C
锑 0x0002765C
提 0x0002767C
题 0x0002769C
蹄 0x000276BC
啼 0x000276DC
体 0x000276FC
替 0x0002771C
嚏 0x0002773C
惕 0x0002775C
涕 0x0002777C
剃 0x0002779C
屉 0x000277BC
天 0x000277DC
添 0x000277FC
填 0x0002781C
田 0x0002783C
甜 0x0002785C
恬 0x0002787C
舔 0x0002789C
腆 0x000278BC
挑 0x000278DC
条 0x000278FC
迢 0x0002791C
眺 0x0002793C
跳 0x0002795C
贴 0x0002797C
铁 0x0002799C
帖 0x000279BC
厅 0x000279DC
听 0x000279FC
烃 0x00027A1C
汀 0x00027A3C
廷 0x00027A5C
停 0x00027A7C
亭 0x00027A9C
庭 0x00027ABC
挺 0x00027ADC
艇 0x00027AFC
通 0x00027B1C
桐 0x00027B3C
酮 0x00027B5C
瞳 0x00027B7C
同 0x00027B9C
铜 0x00027BBC
彤 0x00027BDC
童 0x00027BFC
桶 0x00027C1C
捅 0x00027C3C
筒 0x00027C5C
统 0x00027C7C
痛 0x00027C9C
偷 0x00027CBC
投 0x00027CDC
头 0x00027CFC
透 0x00027D1C
凸 0x00027D3C
秃 0x00027D5C
突 0x00027D7C
图 0x00027D9C
徒 0x00027DBC
途 0x00027DDC
涂 0x00027DFC
屠 0x00027E1C
土 0x00027E3C
吐 0x00027E5C
兔 0x00027E7C
湍 0x00027E9C
团 0x00027EBC
推 0x00027EDC
颓 0x00027EFC
腿 0x00027F1C
蜕 0x00027F3C
褪 0x00027F5C
退 0x00027F7C
吞 0x00027F9C
屯 0x00027FBC
臀 0x00027FDC
拖 0x00027FFC
托 0x0002801C
脱 0x0002803C
鸵 0x0002805C
陀 0x0002807C
驮 0x0002809C
驼 0x000280BC
椭 0x000280DC
妥 0x000280FC
拓 0x0002811C
唾 0x0002813C
挖 0x0002815C
哇 0x0002817C
蛙 0x0002819C
洼 0x000281BC
娃 0x000281DC
瓦 0x000281FC
袜 0x0002821C
歪 0x0002823C
外 0x0002825C
豌 0x0002827C
弯 0x0002829C
湾 0x000282BC
玩 0x000282DC
顽 0x000282FC
丸 0x0002831C
烷 0x0002833C
完 0x0002835C
碗 0x0002837C
挽 0x0002839C
晚 0x000283BC
皖 0x000283DC
惋 0x000283FC
宛 0x0002841C
婉 0x0002843C
万 0x0002845C
腕 0x0002847C
汪 0x0002849C
王 0x000284BC
亡 0x000284DC
枉 0x000284FC
网 0x0002851C
往 0x0002853C
旺 0x0002855C
望 0x0002857C
忘 0x0002859C
妄 0x000285BC
威 0x000285DC
巍 0x000285FC
微 0x0002861C
危 0x0002863C
韦 0x0002865C
违 0x0002867C
桅 0x0002869C
围 0x000286BC
唯 0x000286DC
惟 0x000286FC
为 0x0002871C
潍 0x0002873C
维 0x0002875C
苇 0x0002877C
萎 0x0002879C
委 0x000287BC
伟 0x000287DC
伪 0x000287FC
尾 0x0002881C
纬 0x0002883C
未 0x0002885C
蔚 0x0002887C
味 0x0002889C
畏 0x000288BC
胃 0x000288DC
喂 0x000288FC
魏 0x0002891C
位 0x0002893C
渭 0x0002895C
谓 0x0002897C
尉 0x0002899C
慰 0x000289BC
卫 0x000289DC
瘟 0x000289FC
温 0x00028A1C
蚊 0x00028A3C
文 0x00028A5C
闻 0x00028A7C
纹 0x00028A9C
吻 0x00028ABC
稳 0x00028ADC
紊 0x00028AFC
问 0x00028B1C
嗡 0x00028B3C
翁 0x00028B5C
瓮 0x00028B7C
挝 0x00028B9C
蜗 0x00028BBC
涡 0x00028BDC
窝 0x00028BFC
我 0x00028C1C
斡 0x00028C3C
卧 0x00028C5C
握 0x00028C7C
沃 0x00028C9C
巫 0x00028CBC
呜 0x00028CDC
钨 0x00028CFC
乌 0x00028D1C
污 0x00028D3C
诬 0x00028D5C
屋 0x00028D7C
无 0x00028D9C
芜 0x00028DBC
梧 0x00028DDC
吾 0x00028DFC
吴 0x00028E1C
毋 0x00028E3C
武 0x00028E5C
五 0x00028E7C
捂 0x00028E9C
午 0x00028EBC
舞 0x00028EDC
伍 0x00028EFC
侮 0x00028F1C
坞 0x00028F3C
戊 0x00028F5C
雾 0x00028F7C
晤 0x00028F9C
物 0x00028FBC
勿 0x00028FDC
务 0x00028FFC
悟 0x0002901C
误 0x0002903C
昔 0x0002905C
熙 0x0002907C
析 0x0002909C
西 0x000290BC
硒 0x000290DC
矽 0x000290FC
晰 0x0002911C
嘻 0x0002913C
吸 0x0002915C
锡 0x0002917C
牺 0x0002919C
稀 0x000291BC
息 0x000291DC
希 0x000291FC
悉 0x0002921C
膝 0x0002923C
夕 0x0002925C
惜 0x0002927C
熄 0x0002929C
烯 0x000292BC
溪 0x000292DC
汐 0x000292FC
犀 0x0002931C
檄 0x0002933C
袭 0x0002935C
席 0x0002937C
习 0x0002939C
媳 0x000293BC
喜 0x000293DC
铣 0x000293FC
洗 0x0002941C
系 0x0002943C
隙 0x0002945C
戏 0x0002947C
细 0x0002949C
瞎 0x000294BC
虾 0x000294DC
匣 0x000294FC
霞 0x0002951C
辖 0x0002953C
暇 0x0002955C
峡 0x0002957C
侠 0x0002959C
狭 0x000295BC
下 0x000295DC
厦 0x000295FC
夏 0x0002961C
吓 0x0002963C
掀 0x0002965C
锨 0x0002967C
先 0x0002969C
仙 0x000296BC
鲜 0x000296DC
纤 0x000296FC
咸 0x0002971C
贤 0x0002973C
衔 0x0002975C
舷 0x0002977C
闲 0x0002979C
涎 0x000297BC
弦 0x000297DC
嫌 0x000297FC
显 0x0002981C
险 0x0002983C
现 0x0002985C
献 0x0002987C
县 0x0002989C
腺 0x000298BC
馅 0x000298DC
羡 0x000298FC
宪 0x0002991C
陷 0x0002993C
限 0x0002995C
线 0x0002997C
相 0x0002999C
厢 0x000299BC
镶 0x000299DC
香 0x000299FC
箱 0x00029A1C
襄 0x00029A3C
湘 0x00029A5C
乡 0x00029A7C
翔 0x00029A9C
祥 0x00029ABC
详 0x00029ADC
想 0x00029AFC
响 0x00029B1C
享 0x00029B3C
项 0x00029B5C
巷 0x00029B7C
橡 0x00029B9C
像 0x00029BBC
向 0x00029BDC
象 0x00029BFC
萧 0x00029C1C
硝 0x00029C3C
霄 0x00029C5C
削 0x00029C7C
哮 0x00029C9C
嚣 0x00029CBC
销 0x00029CDC
消 0x00029CFC
宵 0x00029D1C
淆 0x00029D3C
晓 0x00029D5C
小 0x00029D7C
孝 0x00029D9C
校 0x00029DBC
肖 0x00029DDC
啸 0x00029DFC
笑 0x00029E1C
效 0x00029E3C
楔 0x00029E5C
些 0x00029E7C
歇 0x00029E9C
蝎 0x00029EBC
鞋 0x00029EDC
协 0x00029EFC
挟 0x00029F1C
携 0x00029F3C
邪 0x00029F5C
斜 0x00029F7C
胁 0x00029F9C
谐 0x00029FBC
写 0x00029FDC
械 0x00029FFC
卸 0x0002A01C
蟹 0x0002A03C
懈 0x0002A05C
泄 0x0002A07C
泻 0x0002A09C
谢 0x0002A0BC
屑 0x0002A0DC
薪 0x0002A0FC
芯 0x0002A11C
锌 0x0002A13C
欣 0x0002A15C
辛 0x0002A17C
新 0x0002A19C
忻 0x0002A1BC
心 0x0002A1DC
信 0x0002A1FC
衅 0x0002A21C
星 0x0002A23C
腥 0x0002A25C
猩 0x0002A27C
惺 0x0002A29C
兴 0x0002A2BC
刑 0x0002A2DC
型 0x0002A2FC
形 0x0002A31C
邢 0x0002A33C
行 0x0002A35C
醒 0x0002A37C
幸 0x0002A39C
杏 0x0002A3BC
性 0x0002A3DC
姓 0x0002A3FC
兄 0x0002A41C
凶 0x0002A43C
胸 0x0002A45C
匈 0x0002A47C
汹 0x0002A49C
雄 0x0002A4BC
熊 0x0002A4DC
休 0x0002A4FC
修 0x0002A51C
羞 0x0002A53C
朽 0x0002A55C
嗅 0x0002A57C
锈 0x0002A59C
秀 0x0002A5BC
袖 0x0002A5DC
绣 0x0002A5FC
墟 0x0002A61C
戌 0x0002A63C
需 0x0002A65C
虚 0x0002A67C
嘘 0x0002A69C
须 0x0002A6BC
徐 0x0002A6DC
许 0x0002A6FC
蓄 0x0002A71C
酗 0x0002A73C
叙 0x0002A75C
旭 0x0002A77C
序 0x0002A79C
畜 0x0002A7BC
恤 0x0002A7DC
絮 0x0002A7FC
婿 0x0002A81C
绪 0x0002A83C
续 0x0002A85C
轩 0x0002A87C
喧 0x0002A89C
宣 0x0002A8BC
悬 0x0002A8DC
旋 0x0002A8FC
玄 0x0002A91C
选 0x0002A93C
癣 0x0002A95C
眩 0x0002A97C
绚 0x0002A99C
靴 0x0002A9BC
薛 0x0002A9DC
学 0x0002A9FC
穴 0x0002AA1C
雪 0x0002AA3C
血 0x0002AA5C
勋 0x0002AA7C
熏 0x0002AA9C
循 0x0002AABC
旬 0x0002AADC
询 0x0002AAFC
寻 0x0002AB1C
驯 0x0002AB3C
巡 0x0002AB5C
殉 0x0002AB7C
汛 0x0002AB9C
训 0x0002ABBC
讯 0x0002ABDC
逊 0x0002ABFC
迅 0x0002AC1C
压 0x0002AC3C
押 0x0002AC5C
鸦 0x0002AC7C
鸭 0x0002AC9C
呀 0x0002ACBC
丫 0x0002ACDC
芽 0x0002ACFC
牙 0x0002AD1C
蚜 0x0002AD3C
崖 0x0002AD5C
衙 0x0002AD7C
涯 0x0002AD9C
雅 0x0002ADBC
哑 0x0002ADDC
亚 0x0002ADFC
讶 0x0002AE1C
焉 0x0002AE3C
咽 0x0002AE5C
阉 0x0002AE7C
烟 0x0002AE9C
淹 0x0002AEBC
盐 0x0002AEDC
严 0x0002AEFC
研 0x0002AF1C
蜒 0x0002AF3C
岩 0x0002AF5C
延 0x0002AF7C
言 0x0002AF9C
颜 0x0002AFBC
阎 0x0002AFDC
炎 0x0002AFFC
沿 0x0002B01C
奄 0x0002B03C
掩 0x0002B05C
眼 0x0002B07C
衍 0x0002B09C
演 0x0002B0BC
艳 0x0002B0DC
堰 0x0002B0FC
燕 0x0002B11C
厌 0x0002B13C
砚 0x0002B15C
雁 0x0002B17C
唁 0x0002B19C
彦 0x0002B1BC
焰 0x0002B1DC
宴 0x0002B1FC
谚 0x0002B21C
验 0x0002B23C
殃 0x0002B25C
央 0x0002B27C
鸯 0x0002B29C
秧 0x0002B2BC
杨 0x0002B2DC
扬 0x0002B2FC
佯 0x0002B31C
疡 0x0002B33C
羊 0x0002B35C
洋 0x0002B37C
阳 0x0002B39C
氧 0x0002B3BC
仰 0x0002B3DC
痒 0x0002B3FC
养 0x0002B41C
样 0x0002B43C
漾 0x0002B45C
邀 0x0002B47C
腰 0x0002B49C
妖 0x0002B4BC
瑶 0x0002B4DC
摇 0x0002B4FC
尧 0x0002B51C
遥 0x0002B53C
窑 0x0002B55C
谣 0x0002B57C
姚 0x0002B59C
咬 0x0002B5BC
舀 0x0002B5DC
药 0x0002B5FC
要 0x0002B61C
耀 0x0002B63C
椰 0x0002B65C
噎 0x0002B67C
耶 0x0002B69C
爷 0x0002B6BC
野 0x0002B6DC
冶 0x0002B6FC
也 0x0002B71C
页 0x0002B73C
掖 0x0002B75C
业 0x0002B77C
叶 0x0002B79C
曳 0x0002B7BC
腋 0x0002B7DC
夜 0x0002B7FC
液 0x0002B81C
一 0x0002B83C
壹 0x0002B85C
医 0x0002B87C
揖 0x0002B89C
铱 0x0002B8BC
依 0x0002B8DC
伊 0x0002B8FC
衣 0x0002B91C
颐 0x0002B93C
夷 0x0002B95C
遗 0x0002B97C
移 0x0002B99C
仪 0x0002B9BC
胰 0x0002B9DC
疑 0x0002B9FC
沂 0x0002BA1C
宜 0x0002BA3C
姨 0x0002BA5C
彝 0x0002BA7C
椅 0x0002BA9C
蚁 0x0002BABC
倚 0x0002BADC
已 0x0002BAFC
乙 0x0002BB1C
矣 0x0002BB3C
以 0x0002BB5C
艺 0x0002BB7C
抑 0x0002BB9C
易 0x0002BBBC
邑 0x0002BBDC
屹 0x0002BBFC
亿 0x0002BC1C
役 0x0002BC3C
臆 0x0002BC5C
逸 0x0002BC7C
肄 0x0002BC9C
疫 0x0002BCBC
亦 0x0002BCDC
裔 0x0002BCFC
意 0x0002BD1C
毅 0x0002BD3C
忆 0x0002BD5C
义 0x0002BD7C
益 0x0002BD9C
溢 0x0002BDBC
诣 0x0002BDDC
议 0x0002BDFC
谊 0x0002BE1C
译 0x0002BE3C
异 0x0002BE5C
翼 0x0002BE7C
翌 0x0002BE9C
绎 0x0002BEBC
茵 0x0002BEDC
荫 0x0002BEFC
因 0x0002BF1C
殷 0x0002BF3C
音 0x0002BF5C
阴 0x0002BF7C
姻 0x0002BF9C
吟 0x0002BFBC
银 0x0002BFDC
淫 0x0002BFFC
寅 0x0002C01C
饮 0x0002C03C
尹 0x0002C05C
引 0x0002C07C
隐 0x0002C09C
印 0x0002C0BC
英 0x0002C0DC
樱 0x0002C0FC
婴 0x0002C11C
鹰 0x0002C13C
应 0x0002C15C
缨 0x0002C17C
莹 0x0002C19C
萤 0x0002C1BC
营 0x0002C1DC
荧 0x0002C1FC
蝇 0x0002C21C
迎 0x0002C23C
赢 0x0002C25C
盈 0x0002C27C
影 0x0002C29C
颖 0x0002C2BC
硬 0x0002C2DC
映 0x0002C2FC
哟 0x0002C31C
拥 0x0002C33C
佣 0x0002C35C
臃 0x0002C37C
痈 0x0002C39C
庸 0x0002C3BC
雍 0x0002C3DC
踊 0x0002C3FC
蛹 0x0002C41C
咏 0x0002C43C
泳 0x0002C45C
涌 0x0002C47C
永 0x0002C49C
恿 0x0002C4BC
勇 0x0002C4DC
用 0x0002C4FC
幽 0x0002C51C
优 0x0002C53C
悠 0x0002C55C
忧 0x0002C57C
尤 0x0002C59C
由 0x0002C5BC
邮 0x0002C5DC
铀 0x0002C5FC
犹 0x0002C61C
油 0x0002C63C
游 0x0002C65C
酉 0x0002C67C
有 0x0002C69C
友 0x0002C6BC
右 0x0002C6DC
佑 0x0002C6FC
釉 0x0002C71C
诱 0x0002C73C
又 0x0002C75C
幼 0x0002C77C
迂 0x0002C79C
淤 0x0002C7BC
于 0x0002C7DC
盂 0x0002C7FC
榆 0x0002C81C
虞 0x0002C83C
愚 0x0002C85C
舆 0x0002C87C
余 0x0002C89C
俞 0x0002C8BC
逾 0x0002C8DC
鱼 0x0002C8FC
愉 0x0002C91C
渝 0x0002C93C
渔 0x0002C95C
隅 0x0002C97C
予 0x0002C99C
娱 0x0002C9BC
雨 0x0002C9DC
与 0x0002C9FC
屿 0x0002CA1C
禹 0x0002CA3C
宇 0x0002CA5C
语 0x0002CA7C
羽 0x0002CA9C
玉 0x0002CABC
域 0x0002CADC
芋 0x0002CAFC
郁 0x0002CB1C
吁 0x0002CB3C
遇 0x0002CB5C
喻 0x0002CB7C
峪 0x0002CB9C
御 0x0002CBBC
愈 0x0002CBDC
欲 0x0002CBFC
狱 0x0002CC1C
育 0x0002CC3C
誉 0x0002CC5C
浴 0x0002CC7C
寓 0x0002CC9C
裕 0x0002CCBC
预 0x0002CCDC
豫 0x0002CCFC
驭 0x0002CD1C
鸳 0x0002CD3C
渊 0x0002CD5C
冤 0x0002CD7C
元 0x0002CD9C
垣 0x0002CDBC
袁 0x0002CDDC
原 0x0002CDFC
援 0x0002CE1C
辕 0x0002CE3C
园 0x0002CE5C
员 0x0002CE7C
圆 0x0002CE9C
猿 0x0002CEBC
源 0x0002CEDC
缘 0x0002CEFC
远 0x0002CF1C
苑 0x0002CF3C
愿 0x0002CF5C
怨 0x0002CF7C
院 0x0002CF9C
曰 0x0002CFBC
约 0x0002CFDC
越 0x0002CFFC
跃 0x0002D01C
钥 0x0002D03C
岳 0x0002D05C
粤 0x0002D07C
月 0x0002D09C
悦 0x0002D0BC
阅 0x0002D0DC
耘 0x0002D0FC
云 0x0002D11C
郧 0x0002D13C
匀 0x0002D15C
陨 0x0002D17C
允 0x0002D19C
运 0x0002D1BC
蕴 0x0002D1DC
酝 0x0002D1FC
晕 0x0002D21C
韵 0x0002D23C
孕 0x0002D25C
匝 0x0002D27C
砸 0x0002D29C
杂 0x0002D2BC
栽 0x0002D2DC
哉 0x0002D2FC
灾 0x0002D31C
宰 0x0002D33C
载 0x0002D35C
再 0x0002D37C
在 0x0002D39C
咱 0x0002D3BC
攒 0x0002D3DC
暂 0x0002D3FC
赞 0x0002D41C
赃 0x0002D43C
脏 0x0002D45C
葬 0x0002D47C
遭 0x0002D49C
糟 0x0002D4BC
凿 0x0002D4DC
藻 0x0002D4FC
枣 0x0002D51C
早 0x0002D53C
澡 0x0002D55C
蚤 0x0002D57C
躁 0x0002D59C
噪 0x0002D5BC
造 0x0002D5DC
皂 0x0002D5FC
灶 0x0002D61C
燥 0x0002D63C
责 0x0002D65C
择 0x0002D67C
则 0x0002D69C
泽 0x0002D6BC
贼 0x0002D6DC
怎 0x0002D6FC
增 0x0002D71C
憎 0x0002D73C
曾 0x0002D75C
赠 0x0002D77C
扎 0x0002D79C
喳 0x0002D7BC
渣 0x0002D7DC
札 0x0002D7FC
轧 0x0002D81C
铡 0x0002D83C
闸 0x0002D85C
眨 0x0002D87C
栅 0x0002D89C
榨 0x0002D8BC
咋 0x0002D8DC
乍 0x0002D8FC
炸 0x0002D91C
诈 0x0002D93C
摘 0x0002D95C
斋 0x0002D97C
宅 0x0002D99C
窄 0x0002D9BC
债 0x0002D9DC
寨 0x0002D9FC
瞻 0x0002DA1C
毡 0x0002DA3C
詹 0x0002DA5C
粘 0x0002DA7C
沾 0x0002DA9C
盏 0x0002DABC
斩 0x0002DADC
辗 0x0002DAFC
崭 0x0002DB1C
展 0x0002DB3C
蘸 0x0002DB5C
栈 0x0002DB7C
占 0x0002DB9C
战 0x0002DBBC
站 0x0002DBDC
湛 0x0002DBFC
绽 0x0002DC1C
樟 0x0002DC3C
章 0x0002DC5C
彰 0x0002DC7C
漳 0x0002DC9C
张 0x0002DCBC
掌 0x0002DCDC
涨 0x0002DCFC
杖 0x0002DD1C
丈 0x0002DD3C
帐 0x0002DD5C
账 0x0002DD7C
仗 0x0002DD9C
胀 0x0002DDBC
瘴 0x0002DDDC
障 0x0002DDFC
招 0x0002DE1C
昭 0x0002DE3C
找 0x0002DE5C
沼 0x0002DE7C
赵 0x0002DE9C
照 0x0002DEBC
罩 0x0002DEDC
兆 0x0002DEFC
肇 0x0002DF1C
召 0x0002DF3C
遮 0x0002DF5C
折 0x0002DF7C
哲 0x0002DF9C
蛰 0x0002DFBC
辙 0x0002DFDC
者 0x0002DFFC
锗 0x0002E01C
蔗 0x0002E03C
这 0x0002E05C
浙 0x0002E07C
珍 0x0002E09C
斟 0x0002E0BC
真 0x0002E0DC
甄 0x0002E0FC
砧 0x0002E11C
臻 0x0002E13C
贞 0x0002E15C
针 0x0002E17C
侦 0x0002E19C
枕 0x0002E1BC
疹 0x0002E1DC
诊 0x0002E1FC
震 0x0002E21C
振 0x0002E23C
镇 0x0002E25C
阵 0x0002E27C
蒸 0x0002E29C
挣 0x0002E2BC
睁 0x0002E2DC
征 0x0002E2FC
狰 0x0002E31C
争 0x0002E33C
怔 0x0002E35C
整 0x0002E37C
拯 0x0002E39C
正 0x0002E3BC
政 0x0002E3DC
帧 0x0002E3FC
症 0x0002E41C
郑 0x0002E43C
证 0x0002E45C
芝 0x0002E47C
枝 0x0002E49C
支 0x0002E4BC
吱 0x0002E4DC
蜘 0x0002E4FC
知 0x0002E51C
肢 0x0002E53C
脂 0x0002E55C
汁 0x0002E57C
之 0x0002E59C
织 0x0002E5BC
职 0x0002E5DC
直 0x0002E5FC
植 0x0002E61C
殖 0x0002E63C
执 0x0002E65C
值 0x0002E67C
侄 0x0002E69C
址 0x0002E6BC
指 0x0002E6DC
止 0x0002E6FC
趾 0x0002E71C
只 0x0002E73C
旨 0x0002E75C
纸 0x0002E77C
志 0x0002E79C
挚 0x0002E7BC
掷 0x0002E7DC
至 0x0002E7FC
致 0x0002E81C
置 0x0002E83C
帜 0x0002E85C
峙 0x0002E87C
制 0x0002E89C
智 0x0002E8BC
秩 0x0002E8DC
稚 0x0002E8FC
质 0x0002E91C
炙 0x0002E93C
痔 0x0002E95C
滞 0x0002E97C
治 0x0002E99C
窒 0x0002E9BC
中 0x0002E9DC
盅 0x0002E9FC
忠 0x0002EA1C
钟 0x0002EA3C
衷 0x0002EA5C
终 0x0002EA7C
种 0x0002EA9C
肿 0x0002EABC
重 0x0002EADC
仲 0x0002EAFC
众 0x0002EB1C
舟 0x0002EB3C
周 0x0002EB5C
州 0x0002EB7C
洲 0x0002EB9C
诌 0x0002EBBC
粥 0x0002EBDC
轴 0x0002EBFC
肘 0x0002EC1C
帚 0x0002EC3C
咒 0x0002EC5C
皱 0x0002EC7C
宙 0x0002EC9C
昼 0x0002ECBC
骤 0x0002ECDC
珠 0x0002ECFC
株 0x0002ED1C
蛛 0x0002ED3C
朱 0x0002ED5C
猪 0x0002ED7C
诸 0x0002ED9C
诛 0x0002EDBC
逐 0x0002EDDC
竹 0x0002EDFC
烛 0x0002EE1C
煮 0x0002EE3C
拄 0x0002EE5C
瞩 0x0002EE7C
嘱 0x0002EE9C
主 0x0002EEBC
著 0x0002EEDC
柱 0x0002EEFC
助 0x0002EF1C
蛀 0x0002EF3C
贮 0x0002EF5C
铸 0x0002EF7C
筑 0x0002EF9C
住 0x0002EFBC
注 0x0002EFDC
祝 0x0002EFFC
驻 0x0002F01C
抓 0x0002F03C
爪 0x0002F05C
拽 0x0002F07C
专 0x0002F09C
砖 0x0002F0BC
转 0x0002F0DC
撰 0x0002F0FC
赚 0x0002F11C
篆 0x0002F13C
桩 0x0002F15C
庄 0x0002F17C
装 0x0002F19C
妆 0x0002F1BC
撞 0x0002F1DC
壮 0x0002F1FC
状 0x0002F21C
椎 0x0002F23C
锥 0x0002F25C
追 0x0002F27C
赘 0x0002F29C
坠 0x0002F2BC
缀 0x0002F2DC
谆 0x0002F2FC
准 0x0002F31C
捉 0x0002F33C
拙 0x0002F35C
卓 0x0002F37C
桌 0x0002F39C
琢 0x0002F3BC
茁 0x0002F3DC
酌 0x0002F3FC
啄 0x0002F41C
着 0x0002F43C
灼 0x0002F45C
浊 0x0002F47C
兹 0x0002F49C
咨 0x0002F4BC
资 0x0002F4DC
姿 0x0002F4FC
滋 0x0002F51C
淄 0x0002F53C
孜 0x0002F55C
紫 0x0002F57C
仔 0x0002F59C
籽 0x0002F5BC
滓 0x0002F5DC
子 0x0002F5FC
自 0x0002F61C
渍 0x0002F63C
字 0x0002F65C
鬃 0x0002F67C
棕 0x0002F69C
踪 0x0002F6BC
宗 0x0002F6DC
综 0x0002F6FC
总 0x0002F71C
纵 0x0002F73C
邹 0x0002F75C
走 0x0002F77C
奏 0x0002F79C
揍 0x0002F7BC
租 0x0002F7DC
足 0x0002F7FC
卒 0x0002F81C
族 0x0002F83C
祖 0x0002F85C
诅 0x0002F87C
阻 0x0002F89C
组 0x0002F8BC
钻 0x0002F8DC
纂 0x0002F8FC
嘴 0x0002F91C
醉 0x0002F93C
最 0x0002F95C
罪 0x0002F97C
尊 0x0002F99C
遵 0x0002F9BC
昨 0x0002F9DC
左 0x0002F9FC
佐 0x0002FA1C
柞 0x0002FA3C
做 0x0002FA5C
作 0x0002FA7C
坐 0x0002FA9C
座 0x0002FABC
